scope,center,col_group,col_label,col_order,metric_group,metric,metric_order,value_type,value,row_label,col_final,value_display
Center,HVGUMGIN Cancer Center,Time,After as-of,6,AMTAGVI Regimen,OOS Products,8,count,0.0,08  OOS Products,06 After as-of,0
Center,HVGUMGIN Cancer Center,Time,After as-of,6,AMTAGVI Regimen,Patient Progression Rate,9,rate,,09  Patient Progression Rate,06 After as-of,
Center,HVGUMGIN Cancer Center,Time,After as-of,6,AMTAGVI Regimen,AMTAGVI Infusions Performed,10,count,0.0,10  AMTAGVI Infusions Performed,06 After as-of,0
Center,HVGUMGIN Cancer Center,Time,After as-of,6,AMTAGVI Treatment Timelines,Median Time From Enrollment Date to TTP (Days),11,days,,11  Median Time From Enrollment Date to TTP (Days),06 After as-of,
Center,HVGUMGIN Cancer Center,Time,After as-of,6,AMTAGVI Treatment Timelines,Median Time From TTP to AMTAGVI Infusion (Days),12,days,,12  Median Time From TTP to AMTAGVI Infusion (Days),06 After as-of,
Center,HVGUMGIN Cancer Center,Time,After as-of,6,AMTAGVI Treatment Timelines,Median Time From Final Product Delivery Date to AMTAGVI Infusion (Days),13,days,,13  Median Time From Final Product Delivery Date to AMTAGVI Infusion (Days),06 After as-of,
Center,IACCUSSM Cancer Center,Time,Launch to Date,1,Patient Identification & Enrollment,Enrollments in IovanceCares,1,count,29.0,01  Enrollments in IovanceCares,01 Launch to Date,29
Center,IACCUSSM Cancer Center,Time,Launch to Date,1,Patient Identification & Enrollment,Patients Enrolled in IovanceCares,2,count,29.0,02  Patients Enrolled in IovanceCares,01 Launch to Date,29
Center,IACCUSSM Cancer Center,Time,Launch to Date,1,Patient Identification & Enrollment,TTPs Cancelled or Rescheduled within 7 Days Prior to Slot Reservation,3,count,6.0,03  TTPs Cancelled or Rescheduled within 7 Days Prior to Slot Reservation,01 Launch to Date,6
Center,IACCUSSM Cancer Center,Time,Launch to Date,1,Tumor Tissue Procurement,Completed TTPs,4,count,15.0,04  Completed TTPs,01 Launch to Date,15
Center,IACCUSSM Cancer Center,Time,Launch to Date,1,Tumor Tissue Procurement,Scheduled TTPs,5,count,1.0,05  Scheduled TTPs,01 Launch to Date,1
Center,IACCUSSM Cancer Center,Time,Launch to Date,1,Tumor Tissue Procurement,2nd Resections (Scheduled or Completed),6,count,0.0,06  2nd Resections (Scheduled or Completed),01 Launch to Date,0
Center,IACCUSSM Cancer Center,Time,Launch to Date,1,AMTAGVI Regimen,Patient Related Drop-outs following TTP due to patient health,7,count,2.0,07  Patient Related Drop-outs following TTP due to patient health,01 Launch to Date,2
Center,IACCUSSM Cancer Center,Time,Launch to Date,1,AMTAGVI Regimen,OOS Products,8,count,0.0,08  OOS Products,01 Launch to Date,0
Center,IACCUSSM Cancer Center,Time,Launch to Date,1,AMTAGVI Regimen,Patient Progression Rate,9,rate,0.19,09  Patient Progression Rate,01 Launch to Date,19.0%
Center,IACCUSSM Cancer Center,Time,Launch to Date,1,AMTAGVI Regimen,AMTAGVI Infusions Performed,10,count,8.0,10  AMTAGVI Infusions Performed,01 Launch to Date,8
Center,IACCUSSM Cancer Center,Time,Launch to Date,1,AMTAGVI Treatment Timelines,Median Time From Enrollment Date to TTP (Days),11,days,42.5,11  Median Time From Enrollment Date to TTP (Days),01 Launch to Date,42.5
Center,IACCUSSM Cancer Center,Time,Launch to Date,1,AMTAGVI Treatment Timelines,Median Time From TTP to AMTAGVI Infusion (Days),12,days,50.0,12  Median Time From TTP to AMTAGVI Infusion (Days),01 Launch to Date,50.0
Center,IACCUSSM Cancer Center,Time,Launch to Date,1,AMTAGVI Treatment Timelines,Median Time From Final Product Delivery Date to AMTAGVI Infusion (Days),13,days,5.0,13  Median Time From Final Product Delivery Date to AMTAGVI Infusion (Days),01 Launch to Date,5.0
Center,IACCUSSM Cancer Center,Time,2024,2,Patient Identification & Enrollment,Enrollments in IovanceCares,1,count,4.0,01  Enrollments in IovanceCares,02 2024,4
Center,IACCUSSM Cancer Center,Time,2024,2,Patient Identification & Enrollment,Patients Enrolled in IovanceCares,2,count,4.0,02  Patients Enrolled in IovanceCares,02 2024,4
Center,IACCUSSM Cancer Center,Time,2024,2,Patient Identification & Enrollment,TTPs Cancelled or Rescheduled within 7 Days Prior to Slot Reservation,3,count,0.0,03  TTPs Cancelled or Rescheduled within 7 Days Prior to Slot Reservation,02 2024,0
Center,IACCUSSM Cancer Center,Time,2024,2,Tumor Tissue Procurement,Completed TTPs,4,count,1.0,04  Completed TTPs,02 2024,1
Center,IACCUSSM Cancer Center,Time,2024,2,Tumor Tissue Procurement,Scheduled TTPs,5,count,0.0,05  Scheduled TTPs,02 2024,0
Center,IACCUSSM Cancer Center,Time,2024,2,Tumor Tissue Procurement,2nd Resections (Scheduled or Completed),6,count,0.0,06  2nd Resections (Scheduled or Completed),02 2024,0
Center,IACCUSSM Cancer Center,Time,2024,2,AMTAGVI Regimen,Patient Related Drop-outs following TTP due to patient health,7,count,0.0,07  Patient Related Drop-outs following TTP due to patient health,02 2024,0
Center,IACCUSSM Cancer Center,Time,2024,2,AMTAGVI Regimen,OOS Products,8,count,0.0,08  OOS Products,02 2024,0
Center,IACCUSSM Cancer Center,Time,2024,2,AMTAGVI Regimen,Patient Progression Rate,9,rate,0.0,09  Patient Progression Rate,02 2024,0.0%
Center,IACCUSSM Cancer Center,Time,2024,2,AMTAGVI Regimen,AMTAGVI Infusions Performed,10,count,0.0,10  AMTAGVI Infusions Performed,02 2024,0
Center,IACCUSSM Cancer Center,Time,2024,2,AMTAGVI Treatment Timelines,Median Time From Enrollment Date to TTP (Days),11,days,31.0,11  Median Time From Enrollment Date to TTP (Days),02 2024,31.0
Center,IACCUSSM Cancer Center,Time,2024,2,AMTAGVI Treatment Timelines,Median Time From TTP to AMTAGVI Infusion (Days),12,days,,12  Median Time From TTP to AMTAGVI Infusion (Days),02 2024,
Center,IACCUSSM Cancer Center,Time,2024,2,AMTAGVI Treatment Timelines,Median Time From Final Product Delivery Date to AMTAGVI Infusion (Days),13,days,,13  Median Time From Final Product Delivery Date to AMTAGVI Infusion (Days),02 2024,
Center,IACCUSSM Cancer Center,Time,2025,3,Patient Identification & Enrollment,Enrollments in IovanceCares,1,count,21.0,01  Enrollments in IovanceCares,03 2025,21
Center,IACCUSSM Cancer Center,Time,2025,3,Patient Identification & Enrollment,Patients Enrolled in IovanceCares,2,count,21.0,02  Patients Enrolled in IovanceCares,03 2025,21
Center,IACCUSSM Cancer Center,Time,2025,3,Patient Identification & Enrollment,TTPs Cancelled or Rescheduled within 7 Days Prior to Slot Reservation,3,count,1.0,03  TTPs Cancelled or Rescheduled within 7 Days Prior to Slot Reservation,03 2025,1
Center,IACCUSSM Cancer Center,Time,2025,3,Tumor Tissue Procurement,Completed TTPs,4,count,8.0,04  Completed TTPs,03 2025,8
Center,IACCUSSM Cancer Center,Time,2025,3,Tumor Tissue Procurement,Scheduled TTPs,5,count,0.0,05  Scheduled TTPs,03 2025,0
Center,IACCUSSM Cancer Center,Time,2025,3,Tumor Tissue Procurement,2nd Resections (Scheduled or Completed),6,count,0.0,06  2nd Resections (Scheduled or Completed),03 2025,0
Center,IACCUSSM Cancer Center,Time,2025,3,AMTAGVI Regimen,Patient Related Drop-outs following TTP due to patient health,7,count,1.0,07  Patient Related Drop-outs following TTP due to patient health,03 2025,1
Center,IACCUSSM Cancer Center,Time,2025,3,AMTAGVI Regimen,OOS Products,8,count,0.0,08  OOS Products,03 2025,0
Center,IACCUSSM Cancer Center,Time,2025,3,AMTAGVI Regimen,Patient Progression Rate,9,rate,0.25,09  Patient Progression Rate,03 2025,25.0%
Center,IACCUSSM Cancer Center,Time,2025,3,AMTAGVI Regimen,AMTAGVI Infusions Performed,10,count,4.0,10  AMTAGVI Infusions Performed,03 2025,4
Center,IACCUSSM Cancer Center,Time,2025,3,AMTAGVI Treatment Timelines,Median Time From Enrollment Date to TTP (Days),11,days,47.5,11  Median Time From Enrollment Date to TTP (Days),03 2025,47.5
Center,IACCUSSM Cancer Center,Time,2025,3,AMTAGVI Treatment Timelines,Median Time From TTP to AMTAGVI Infusion (Days),12,days,38.0,12  Median Time From TTP to AMTAGVI Infusion (Days),03 2025,38.0
Center,IACCUSSM Cancer Center,Time,2025,3,AMTAGVI Treatment Timelines,Median Time From Final Product Delivery Date to AMTAGVI Infusion (Days),13,days,7.0,13  Median Time From Final Product Delivery Date to AMTAGVI Infusion (Days),03 2025,7.0
Center,IACCUSSM Cancer Center,Time,2026 YTD,4,Patient Identification & Enrollment,Enrollments in IovanceCares,1,count,4.0,01  Enrollments in IovanceCares,04 2026 YTD,4
Center,IACCUSSM Cancer Center,Time,2026 YTD,4,Patient Identification & Enrollment,Patients Enrolled in IovanceCares,2,count,4.0,02  Patients Enrolled in IovanceCares,04 2026 YTD,4
Center,IACCUSSM Cancer Center,Time,2026 YTD,4,Patient Identification & Enrollment,TTPs Cancelled or Rescheduled within 7 Days Prior to Slot Reservation,3,count,2.0,03  TTPs Cancelled or Rescheduled within 7 Days Prior to Slot Reservation,04 2026 YTD,2
Center,IACCUSSM Cancer Center,Time,2026 YTD,4,Tumor Tissue Procurement,Completed TTPs,4,count,6.0,04  Completed TTPs,04 2026 YTD,6
Center,IACCUSSM Cancer Center,Time,2026 YTD,4,Tumor Tissue Procurement,Scheduled TTPs,5,count,0.0,05  Scheduled TTPs,04 2026 YTD,0
Center,IACCUSSM Cancer Center,Time,2026 YTD,4,Tumor Tissue Procurement,2nd Resections (Scheduled or Completed),6,count,0.0,06  2nd Resections (Scheduled or Completed),04 2026 YTD,0
Center,IACCUSSM Cancer Center,Time,2026 YTD,4,AMTAGVI Regimen,Patient Related Drop-outs following TTP due to patient health,7,count,1.0,07  Patient Related Drop-outs following TTP due to patient health,04 2026 YTD,1
Center,IACCUSSM Cancer Center,Time,2026 YTD,4,AMTAGVI Regimen,OOS Products,8,count,0.0,08  OOS Products,04 2026 YTD,0
Center,IACCUSSM Cancer Center,Time,2026 YTD,4,AMTAGVI Regimen,Patient Progression Rate,9,rate,0.5,09  Patient Progression Rate,04 2026 YTD,50.0%
Center,IACCUSSM Cancer Center,Time,2026 YTD,4,AMTAGVI Regimen,AMTAGVI Infusions Performed,10,count,3.0,10  AMTAGVI Infusions Performed,04 2026 YTD,3
Center,IACCUSSM Cancer Center,Time,2026 YTD,4,AMTAGVI Treatment Timelines,Median Time From Enrollment Date to TTP (Days),11,days,36.0,11  Median Time From Enrollment Date to TTP (Days),04 2026 YTD,36.0
Center,IACCUSSM Cancer Center,Time,2026 YTD,4,AMTAGVI Treatment Timelines,Median Time From TTP to AMTAGVI Infusion (Days),12,days,52.0,12  Median Time From TTP to AMTAGVI Infusion (Days),04 2026 YTD,52.0
Center,IACCUSSM Cancer Center,Time,2026 YTD,4,AMTAGVI Treatment Timelines,Median Time From Final Product Delivery Date to AMTAGVI Infusion (Days),13,days,3.5,13  Median Time From Final Product Delivery Date to AMTAGVI Infusion (Days),04 2026 YTD,3.5
Center,IACCUSSM Cancer Center,Quarter,Q3'26 QTD,10,Patient Identification & Enrollment,Enrollments in IovanceCares,1,count,0.0,01  Enrollments in IovanceCares,10 Q3'26 QTD,0
Center,IACCUSSM Cancer Center,Quarter,Q3'26 QTD,10,Patient Identification & Enrollment,Patients Enrolled in IovanceCares,2,count,0.0,02  Patients Enrolled in IovanceCares,10 Q3'26 QTD,0
Center,IACCUSSM Cancer Center,Quarter,Q3'26 QTD,10,Patient Identification & Enrollment,TTPs Cancelled or Rescheduled within 7 Days Prior to Slot Reservation,3,count,0.0,03  TTPs Cancelled or Rescheduled within 7 Days Prior to Slot Reservation,10 Q3'26 QTD,0
Center,IACCUSSM Cancer Center,Quarter,Q3'26 QTD,10,Tumor Tissue Procurement,Completed TTPs,4,count,0.0,04  Completed TTPs,10 Q3'26 QTD,0
Center,IACCUSSM Cancer Center,Quarter,Q3'26 QTD,10,Tumor Tissue Procurement,Scheduled TTPs,5,count,0.0,05  Scheduled TTPs,10 Q3'26 QTD,0
Center,IACCUSSM Cancer Center,Quarter,Q3'26 QTD,10,Tumor Tissue Procurement,2nd Resections (Scheduled or Completed),6,count,0.0,06  2nd Resections (Scheduled or Completed),10 Q3'26 QTD,0
Center,IACCUSSM Cancer Center,Quarter,Q3'26 QTD,10,AMTAGVI Regimen,Patient Related Drop-outs following TTP due to patient health,7,count,0.0,07  Patient Related Drop-outs following TTP due to patient health,10 Q3'26 QTD,0
Center,IACCUSSM Cancer Center,Quarter,Q3'26 QTD,10,AMTAGVI Regimen,OOS Products,8,count,0.0,08  OOS Products,10 Q3'26 QTD,0
Center,IACCUSSM Cancer Center,Quarter,Q3'26 QTD,10,AMTAGVI Regimen,Patient Progression Rate,9,rate,,09  Patient Progression Rate,10 Q3'26 QTD,
Center,IACCUSSM Cancer Center,Quarter,Q3'26 QTD,10,AMTAGVI Regimen,AMTAGVI Infusions Performed,10,count,0.0,10  AMTAGVI Infusions Performed,10 Q3'26 QTD,0
Center,IACCUSSM Cancer Center,Quarter,Q3'26 QTD,10,AMTAGVI Treatment Timelines,Median Time From Enrollment Date to TTP (Days),11,days,,11  Median Time From Enrollment Date to TTP (Days),10 Q3'26 QTD,
Center,IACCUSSM Cancer Center,Quarter,Q3'26 QTD,10,AMTAGVI Treatment Timelines,Median Time From TTP to AMTAGVI Infusion (Days),12,days,,12  Median Time From TTP to AMTAGVI Infusion (Days),10 Q3'26 QTD,
Center,IACCUSSM Cancer Center,Quarter,Q3'26 QTD,10,AMTAGVI Treatment Timelines,Median Time From Final Product Delivery Date to AMTAGVI Infusion (Days),13,days,,13  Median Time From Final Product Delivery Date to AMTAGVI Infusion (Days),10 Q3'26 QTD,
Center,IACCUSSM Cancer Center,Quarter,Q2'26,11,Patient Identification & Enrollment,Enrollments in IovanceCares,1,count,2.0,01  Enrollments in IovanceCares,11 Q2'26,2
Center,IACCUSSM Cancer Center,Quarter,Q2'26,11,Patient Identification & Enrollment,Patients Enrolled in IovanceCares,2,count,2.0,02  Patients Enrolled in IovanceCares,11 Q2'26,2
Center,IACCUSSM Cancer Center,Quarter,Q2'26,11,Patient Identification & Enrollment,TTPs Cancelled or Rescheduled within 7 Days Prior to Slot Reservation,3,count,0.0,03  TTPs Cancelled or Rescheduled within 7 Days Prior to Slot Reservation,11 Q2'26,0
Center,IACCUSSM Cancer Center,Quarter,Q2'26,11,Tumor Tissue Procurement,Completed TTPs,4,count,1.0,04  Completed TTPs,11 Q2'26,1
Center,IACCUSSM Cancer Center,Quarter,Q2'26,11,Tumor Tissue Procurement,Scheduled TTPs,5,count,0.0,05  Scheduled TTPs,11 Q2'26,0
Center,IACCUSSM Cancer Center,Quarter,Q2'26,11,Tumor Tissue Procurement,2nd Resections (Scheduled or Completed),6,count,0.0,06  2nd Resections (Scheduled or Completed),11 Q2'26,0
Center,IACCUSSM Cancer Center,Quarter,Q2'26,11,AMTAGVI Regimen,Patient Related Drop-outs following TTP due to patient health,7,count,1.0,07  Patient Related Drop-outs following TTP due to patient health,11 Q2'26,1
Center,IACCUSSM Cancer Center,Quarter,Q2'26,11,AMTAGVI Regimen,OOS Products,8,count,0.0,08  OOS Products,11 Q2'26,0
Center,IACCUSSM Cancer Center,Quarter,Q2'26,11,AMTAGVI Regimen,Patient Progression Rate,9,rate,1.0,09  Patient Progression Rate,11 Q2'26,100.0%
Center,IACCUSSM Cancer Center,Quarter,Q2'26,11,AMTAGVI Regimen,AMTAGVI Infusions Performed,10,count,1.0,10  AMTAGVI Infusions Performed,11 Q2'26,1
Center,IACCUSSM Cancer Center,Quarter,Q2'26,11,AMTAGVI Treatment Timelines,Median Time From Enrollment Date to TTP (Days),11,days,31.0,11  Median Time From Enrollment Date to TTP (Days),11 Q2'26,31.0
Center,IACCUSSM Cancer Center,Quarter,Q2'26,11,AMTAGVI Treatment Timelines,Median Time From TTP to AMTAGVI Infusion (Days),12,days,37.5,12  Median Time From TTP to AMTAGVI Infusion (Days),11 Q2'26,37.5
Center,IACCUSSM Cancer Center,Quarter,Q2'26,11,AMTAGVI Treatment Timelines,Median Time From Final Product Delivery Date to AMTAGVI Infusion (Days),13,days,2.0,13  Median Time From Final Product Delivery Date to AMTAGVI Infusion (Days),11 Q2'26,2.0
Center,IACCUSSM Cancer Center,Quarter,Q1'26,12,Patient Identification & Enrollment,Enrollments in IovanceCares,1,count,2.0,01  Enrollments in IovanceCares,12 Q1'26,2
Center,IACCUSSM Cancer Center,Quarter,Q1'26,12,Patient Identification & Enrollment,Patients Enrolled in IovanceCares,2,count,2.0,02  Patients Enrolled in IovanceCares,12 Q1'26,2
Center,IACCUSSM Cancer Center,Quarter,Q1'26,12,Patient Identification & Enrollment,TTPs Cancelled or Rescheduled within 7 Days Prior to Slot Reservation,3,count,2.0,03  TTPs Cancelled or Rescheduled within 7 Days Prior to Slot Reservation,12 Q1'26,2
Center,IACCUSSM Cancer Center,Quarter,Q1'26,12,Tumor Tissue Procurement,Completed TTPs,4,count,5.0,04  Completed TTPs,12 Q1'26,5
Center,IACCUSSM Cancer Center,Quarter,Q1'26,12,Tumor Tissue Procurement,Scheduled TTPs,5,count,0.0,05  Scheduled TTPs,12 Q1'26,0
Center,IACCUSSM Cancer Center,Quarter,Q1'26,12,Tumor Tissue Procurement,2nd Resections (Scheduled or Completed),6,count,0.0,06  2nd Resections (Scheduled or Completed),12 Q1'26,0
Center,IACCUSSM Cancer Center,Quarter,Q1'26,12,AMTAGVI Regimen,Patient Related Drop-outs following TTP due to patient health,7,count,0.0,07  Patient Related Drop-outs following TTP due to patient health,12 Q1'26,0
Center,IACCUSSM Cancer Center,Quarter,Q1'26,12,AMTAGVI Regimen,OOS Products,8,count,0.0,08  OOS Products,12 Q1'26,0
Center,IACCUSSM Cancer Center,Quarter,Q1'26,12,AMTAGVI Regimen,Patient Progression Rate,9,rate,0.333,09  Patient Progression Rate,12 Q1'26,33.3%
Center,IACCUSSM Cancer Center,Quarter,Q1'26,12,AMTAGVI Regimen,AMTAGVI Infusions Performed,10,count,2.0,10  AMTAGVI Infusions Performed,12 Q1'26,2
Center,IACCUSSM Cancer Center,Quarter,Q1'26,12,AMTAGVI Treatment Timelines,Median Time From Enrollment Date to TTP (Days),11,days,39.0,11  Median Time From Enrollment Date to TTP (Days),12 Q1'26,39.0
Center,IACCUSSM Cancer Center,Quarter,Q1'26,12,AMTAGVI Treatment Timelines,Median Time From TTP to AMTAGVI Infusion (Days),12,days,50.0,12  Median Time From TTP to AMTAGVI Infusion (Days),12 Q1'26,50.0
Center,IACCUSSM Cancer Center,Quarter,Q1'26,12,AMTAGVI Treatment Timelines,Median Time From Final Product Delivery Date to AMTAGVI Infusion (Days),13,days,4.0,13  Median Time From Final Product Delivery Date to AMTAGVI Infusion (Days),12 Q1'26,4.0
Center,IACCUSSM Cancer Center,Quarter,Q4'25,13,Patient Identification & Enrollment,Enrollments in IovanceCares,1,count,5.0,01  Enrollments in IovanceCares,13 Q4'25,5
Center,IACCUSSM Cancer Center,Quarter,Q4'25,13,Patient Identification & Enrollment,Patients Enrolled in IovanceCares,2,count,5.0,02  Patients Enrolled in IovanceCares,13 Q4'25,5
Center,IACCUSSM Cancer Center,Quarter,Q4'25,13,Patient Identification & Enrollment,TTPs Cancelled or Rescheduled within 7 Days Prior to Slot Reservation,3,count,1.0,03  TTPs Cancelled or Rescheduled within 7 Days Prior to Slot Reservation,13 Q4'25,1
Center,IACCUSSM Cancer Center,Quarter,Q4'25,13,Tumor Tissue Procurement,Completed TTPs,4,count,1.0,04  Completed TTPs,13 Q4'25,1
Center,IACCUSSM Cancer Center,Quarter,Q4'25,13,Tumor Tissue Procurement,Scheduled TTPs,5,count,0.0,05  Scheduled TTPs,13 Q4'25,0
Center,IACCUSSM Cancer Center,Quarter,Q4'25,13,Tumor Tissue Procurement,2nd Resections (Scheduled or Completed),6,count,0.0,06  2nd Resections (Scheduled or Completed),13 Q4'25,0
Center,IACCUSSM Cancer Center,Quarter,Q4'25,13,AMTAGVI Regimen,Patient Related Drop-outs following TTP due to patient health,7,count,0.0,07  Patient Related Drop-outs following TTP due to patient health,13 Q4'25,0
Center,IACCUSSM Cancer Center,Quarter,Q4'25,13,AMTAGVI Regimen,OOS Products,8,count,0.0,08  OOS Products,13 Q4'25,0
Center,IACCUSSM Cancer Center,Quarter,Q4'25,13,AMTAGVI Regimen,Patient Progression Rate,9,rate,0.0,09  Patient Progression Rate,13 Q4'25,0.0%
Center,IACCUSSM Cancer Center,Quarter,Q4'25,13,AMTAGVI Regimen,AMTAGVI Infusions Performed,10,count,1.0,10  AMTAGVI Infusions Performed,13 Q4'25,1
Center,IACCUSSM Cancer Center,Quarter,Q4'25,13,AMTAGVI Treatment Timelines,Median Time From Enrollment Date to TTP (Days),11,days,65.0,11  Median Time From Enrollment Date to TTP (Days),13 Q4'25,65.0
Center,IACCUSSM Cancer Center,Quarter,Q4'25,13,AMTAGVI Treatment Timelines,Median Time From TTP to AMTAGVI Infusion (Days),12,days,58.0,12  Median Time From TTP to AMTAGVI Infusion (Days),13 Q4'25,58.0
Center,IACCUSSM Cancer Center,Quarter,Q4'25,13,AMTAGVI Treatment Timelines,Median Time From Final Product Delivery Date to AMTAGVI Infusion (Days),13,days,7.0,13  Median Time From Final Product Delivery Date to AMTAGVI Infusion (Days),13 Q4'25,7.0
Center,IACCUSSM Cancer Center,Time,Undated,5,Patient Identification & Enrollment,Enrollments in IovanceCares,1,count,0.0,01  Enrollments in IovanceCares,05 Undated,0
Center,IACCUSSM Cancer Center,Time,Undated,5,Patient Identification & Enrollment,Patients Enrolled in IovanceCares,2,count,0.0,02  Patients Enrolled in IovanceCares,05 Undated,0
Center,IACCUSSM Cancer Center,Time,Undated,5,Patient Identification & Enrollment,TTPs Cancelled or Rescheduled within 7 Days Prior to Slot Reservation,3,count,3.0,03  TTPs Cancelled or Rescheduled within 7 Days Prior to Slot Reservation,05 Undated,3
Center,IACCUSSM Cancer Center,Time,Undated,5,Tumor Tissue Procurement,Completed TTPs,4,count,0.0,04  Completed TTPs,05 Undated,0
Center,IACCUSSM Cancer Center,Time,Undated,5,Tumor Tissue Procurement,Scheduled TTPs,5,count,0.0,05  Scheduled TTPs,05 Undated,0
Center,IACCUSSM Cancer Center,Time,Undated,5,Tumor Tissue Procurement,2nd Resections (Scheduled or Completed),6,count,0.0,06  2nd Resections (Scheduled or Completed),05 Undated,0
Center,IACCUSSM Cancer Center,Time,Undated,5,AMTAGVI Regimen,Patient Related Drop-outs following TTP due to patient health,7,count,0.0,07  Patient Related Drop-outs following TTP due to patient health,05 Undated,0
Center,IACCUSSM Cancer Center,Time,Undated,5,AMTAGVI Regimen,OOS Products,8,count,0.0,08  OOS Products,05 Undated,0
Center,IACCUSSM Cancer Center,Time,Undated,5,AMTAGVI Regimen,Patient Progression Rate,9,rate,0.091,09  Patient Progression Rate,05 Undated,9.1%
Center,IACCUSSM Cancer Center,Time,Undated,5,AMTAGVI Regimen,AMTAGVI Infusions Performed,10,count,0.0,10  AMTAGVI Infusions Performed,05 Undated,0
Center,IACCUSSM Cancer Center,Time,Undated,5,AMTAGVI Treatment Timelines,Median Time From Enrollment Date to TTP (Days),11,days,,11  Median Time From Enrollment Date to TTP (Days),05 Undated,
Center,IACCUSSM Cancer Center,Time,Undated,5,AMTAGVI Treatment Timelines,Median Time From TTP to AMTAGVI Infusion (Days),12,days,,12  Median Time From TTP to AMTAGVI Infusion (Days),05 Undated,
Center,IACCUSSM Cancer Center,Time,Undated,5,AMTAGVI Treatment Timelines,Median Time From Final Product Delivery Date to AMTAGVI Infusion (Days),13,days,,13  Median Time From Final Product Delivery Date to AMTAGVI Infusion (Days),05 Undated,
Center,IACCUSSM Cancer Center,Time,After as-of,6,Patient Identification & Enrollment,Enrollments in IovanceCares,1,count,0.0,01  Enrollments in IovanceCares,06 After as-of,0
Center,IACCUSSM Cancer Center,Time,After as-of,6,Patient Identification & Enrollment,Patients Enrolled in IovanceCares,2,count,0.0,02  Patients Enrolled in IovanceCares,06 After as-of,0
Center,IACCUSSM Cancer Center,Time,After as-of,6,Patient Identification & Enrollment,TTPs Cancelled or Rescheduled within 7 Days Prior to Slot Reservation,3,count,0.0,03  TTPs Cancelled or Rescheduled within 7 Days Prior to Slot Reservation,06 After as-of,0
Center,IACCUSSM Cancer Center,Time,After as-of,6,Tumor Tissue Procurement,Completed TTPs,4,count,0.0,04  Completed TTPs,06 After as-of,0
Center,IACCUSSM Cancer Center,Time,After as-of,6,Tumor Tissue Procurement,Scheduled TTPs,5,count,1.0,05  Scheduled TTPs,06 After as-of,1
Center,IACCUSSM Cancer Center,Time,After as-of,6,Tumor Tissue Procurement,2nd Resections (Scheduled or Completed),6,count,0.0,06  2nd Resections (Scheduled or Completed),06 After as-of,0
Center,IACCUSSM Cancer Center,Time,After as-of,6,AMTAGVI Regimen,Patient Related Drop-outs following TTP due to patient health,7,count,0.0,07  Patient Related Drop-outs following TTP due to patient health,06 After as-of,0
Center,IACCUSSM Cancer Center,Time,After as-of,6,AMTAGVI Regimen,OOS Products,8,count,0.0,08  OOS Products,06 After as-of,0
Center,IACCUSSM Cancer Center,Time,After as-of,6,AMTAGVI Regimen,Patient Progression Rate,9,rate,0.0,09  Patient Progression Rate,06 After as-of,0.0%
Center,IACCUSSM Cancer Center,Time,After as-of,6,AMTAGVI Regimen,AMTAGVI Infusions Performed,10,count,1.0,10  AMTAGVI Infusions Performed,06 After as-of,1
Center,IACCUSSM Cancer Center,Time,After as-of,6,AMTAGVI Treatment Timelines,Median Time From Enrollment Date to TTP (Days),11,days,49.0,11  Median Time From Enrollment Date to TTP (Days),06 After as-of,49.0
Center,IACCUSSM Cancer Center,Time,After as-of,6,AMTAGVI Treatment Timelines,Median Time From TTP to AMTAGVI Infusion (Days),12,days,18.0,12  Median Time From TTP to AMTAGVI Infusion (Days),06 After as-of,18.0
Center,IACCUSSM Cancer Center,Time,After as-of,6,AMTAGVI Treatment Timelines,Median Time From Final Product Delivery Date to AMTAGVI Infusion (Days),13,days,5.0,13  Median Time From Final Product Delivery Date to AMTAGVI Infusion (Days),06 After as-of,5.0
Center,ICPXZFGA Cancer Center,Time,Launch to Date,1,Patient Identification & Enrollment,Enrollments in IovanceCares,1,count,23.0,01  Enrollments in IovanceCares,01 Launch to Date,23
Center,ICPXZFGA Cancer Center,Time,Launch to Date,1,Patient Identification & Enrollment,Patients Enrolled in IovanceCares,2,count,23.0,02  Patients Enrolled in IovanceCares,01 Launch to Date,23
Center,ICPXZFGA Cancer Center,Time,Launch to Date,1,Patient Identification & Enrollment,TTPs Cancelled or Rescheduled within 7 Days Prior to Slot Reservation,3,count,3.0,03  TTPs Cancelled or Rescheduled within 7 Days Prior to Slot Reservation,01 Launch to Date,3
Center,ICPXZFGA Cancer Center,Time,Launch to Date,1,Tumor Tissue Procurement,Completed TTPs,4,count,14.0,04  Completed TTPs,01 Launch to Date,14
Center,ICPXZFGA Cancer Center,Time,Launch to Date,1,Tumor Tissue Procurement,Scheduled TTPs,5,count,0.0,05  Scheduled TTPs,01 Launch to Date,0
Center,ICPXZFGA Cancer Center,Time,Launch to Date,1,Tumor Tissue Procurement,2nd Resections (Scheduled or Completed),6,count,0.0,06  2nd Resections (Scheduled or Completed),01 Launch to Date,0
Center,ICPXZFGA Cancer Center,Time,Launch to Date,1,AMTAGVI Regimen,Patient Related Drop-outs following TTP due to patient health,7,count,0.0,07  Patient Related Drop-outs following TTP due to patient health,01 Launch to Date,0
Center,ICPXZFGA Cancer Center,Time,Launch to Date,1,AMTAGVI Regimen,OOS Products,8,count,0.0,08  OOS Products,01 Launch to Date,0
